TrueDistance,PredictedDistance,RSSI
0.80,0.6854,-41.52
0.80,0.6835,-41.50
0.80,0.6743,-41.40
0.80,0.6882,-41.55
0.80,0.7012,-41.69
0.80,0.6984,-41.66
0.80,0.6882,-41.55
0.80,0.7050,-41.73
0.80,0.6984,-41.66
0.80,0.6919,-41.59
0.80,0.6863,-41.53
0.80,0.7031,-41.71
0.80,0.7003,-41.68
0.80,0.6900,-41.57
0.80,0.6807,-41.47
0.80,0.6900,-41.57
0.80,0.6845,-41.51
0.80,0.6752,-41.41
0.80,0.6919,-41.59
0.80,0.7050,-41.73
0.80,0.7022,-41.70
0.80,0.6919,-41.59
0.80,0.7087,-41.77
0.80,0.7059,-41.74
0.80,0.7031,-41.71
0.80,0.6928,-41.60
0.80,0.7087,-41.77
0.80,0.7059,-41.74
0.80,0.6956,-41.63
0.80,0.7125,-41.81
0.80,0.7059,-41.74
0.80,0.6994,-41.67
0.80,0.7153,-41.84
0.80,0.7050,-41.73
0.80,0.7134,-41.82
0.80,0.7247,-41.94
0.80,0.7218,-41.91
0.80,0.7106,-41.79
0.80,0.7228,-41.92
0.80,0.7190,-41.88
0.80,0.7087,-41.77
0.80,0.6984,-41.66
0.80,0.7106,-41.79
0.80,0.7078,-41.76
0.80,0.6975,-41.65
0.80,0.7096,-41.78
0.80,0.7218,-41.91
0.80,0.7106,-41.79
0.80,0.7265,-41.96
0.80,0.7228,-41.92
0.80,0.7200,-41.89
0.80,0.7087,-41.77
0.80,0.7247,-41.94
0.80,0.7209,-41.90
0.80,0.7106,-41.79
0.80,0.7228,-41.92
0.80,0.7153,-41.84
0.80,0.7050,-41.73
0.80,0.7209,-41.90
0.80,0.7360,-42.06
0.80,0.7284,-41.98
0.80,0.7171,-41.86
0.80,0.7322,-42.02
0.80,0.7284,-41.98
0.80,0.7247,-41.94
0.80,0.7143,-41.83
0.80,0.7294,-41.99
0.80,0.7181,-41.87
0.80,0.7078,-41.76
0.80,0.7162,-41.85
0.80,0.7125,-41.81
0.80,0.7022,-41.70
0.80,0.7143,-41.83
0.80,0.7115,-41.80
0.80,0.7012,-41.69
0.80,0.7134,-41.82
0.80,0.7294,-41.99
0.80,0.7256,-41.95
0.80,0.7143,-41.83
0.80,0.7265,-41.96
0.80,0.7190,-41.88
0.80,0.7153,-41.84
0.80,0.7050,-41.73
0.80,0.7022,-41.70
0.80,0.6919,-41.59
0.80,0.7087,-41.77
0.80,0.7059,-41.74
0.80,0.6956,-41.63
0.80,0.7078,-41.76
0.80,0.7237,-41.93
0.80,0.7209,-41.90
0.80,0.7096,-41.78
0.80,0.7218,-41.91
0.80,0.7181,-41.87
0.80,0.7153,-41.84
0.80,0.7040,-41.72
0.80,0.7209,-41.90
0.80,0.7134,-41.82
0.80,0.7031,-41.71
0.80,0.7115,-41.80
0.80,0.7087,-41.77
0.80,0.6984,-41.66
0.80,0.7143,-41.83
0.80,0.7115,-41.80
0.80,0.7003,-41.68
0.80,0.7171,-41.86
0.80,0.7134,-41.82
0.80,0.7068,-41.75
0.80,0.7153,-41.84
0.80,0.7125,-41.81
0.80,0.7012,-41.69
0.80,0.6882,-41.55
0.80,0.7003,-41.68
0.80,0.6984,-41.66
0.80,0.6882,-41.55
