0.2,-40.00
0.2,-40.00
0.2,-39.37
0.2,-38.08
0.2,-38.06
0.2,-38.05
0.2,-37.62
0.2,-37.92
0.2,-37.93
0.2,-37.62
0.2,-37.28
0.2,-37.52
0.2,-37.56
0.2,-37.36
0.2,-37.56
0.2,-37.73
0.2,-37.81
0.2,-37.63
0.2,-37.78
0.2,-37.79
0.2,-37.80
0.2,-37.59
0.2,-37.72
0.2,-37.74
0.2,-37.54
0.2,-37.36
0.2,-37.49
0.2,-37.52
0.2,-37.40
0.2,-37.52
0.2,-37.64
0.2,-37.65
0.2,-37.53
0.2,-37.55
0.2,-37.57
0.2,-37.46
0.2,-37.57
0.2,-37.55
0.2,-37.44
0.2,-37.33
0.2,-37.44
0.2,-37.47
0.2,-37.32
0.2,-37.43
0.2,-37.46
0.2,-37.36
0.2,-37.47
0.2,-37.45
0.2,-37.43
0.2,-37.33
0.2,-37.44
0.2,-37.46
0.2,-37.48
0.2,-37.38
0.2,-37.41
0.2,-37.31
0.2,-37.25
0.2,-37.29
0.2,-37.19
0.2,-37.23
0.2,-37.14
0.2,-37.25
0.2,-37.28
0.2,-37.31
0.2,-37.22
0.2,-37.33
0.2,-37.36
0.2,-37.26
0.2,-37.37
0.2,-37.40
0.2,-37.30
0.2,-37.21
0.2,-37.32
0.2,-37.35
0.2,-37.21
0.2,-37.37
0.2,-37.47
0.2,-37.49
0.2,-37.39
0.2,-37.50
0.2,-37.52
0.2,-37.42
0.2,-37.52
0.2,-37.54
0.2,-37.40
0.2,-37.26
0.2,-37.37
0.2,-37.40
0.2,-37.30
0.2,-37.41
0.2,-37.51
0.2,-37.57
0.2,-37.43
0.2,-37.53
0.2,-37.63
0.2,-37.64
0.2,-37.54
0.2,-37.64
0.2,-37.69
0.2,-37.58
0.4,-37.60
0.4,-37.54
0.4,-37.48
0.4,-37.30
0.4,-37.32
0.4,-37.27
0.4,-37.10
0.4,-36.94
0.4,-37.83
0.4,-36.99
0.4,-36.05
0.4,-36.28
0.4,-36.22
0.4,-35.69
0.4,-36.02
0.4,-36.02
0.4,-36.02
0.4,-35.71
0.4,-35.73
0.4,-35.49
0.4,-35.29
0.4,-35.50
0.4,-35.54
0.4,-35.43
0.4,-35.53
0.4,-35.56
0.4,-35.40
0.4,-35.56
0.4,-35.64
0.4,-35.66
0.4,-35.57
0.4,-35.65
0.4,-35.67
0.4,-35.68
0.4,-35.55
0.4,-35.57
0.4,-35.45
0.4,-35.57
0.4,-35.59
0.4,-35.47
0.4,-35.58
0.4,-35.60
0.4,-35.49
0.4,-35.60
0.4,-35.62
0.4,-35.50
0.4,-35.39
0.4,-35.51
0.4,-35.53
0.4,-35.42
0.4,-35.53
0.4,-35.63
0.4,-35.65
0.4,-35.54
0.4,-35.56
0.4,-35.58
0.4,-35.47
0.4,-35.53
0.4,-35.59
0.4,-35.49
0.4,-35.34
0.4,-35.41
0.4,-35.43
0.4,-35.29
0.4,-35.36
0.4,-35.43
0.4,-35.45
0.4,-35.35
0.4,-35.38
0.4,-35.41
0.4,-35.35
0.4,-35.46
0.4,-35.48
0.4,-35.38
0.4,-35.28
0.4,-35.35
0.4,-35.38
0.4,-35.28
0.4,-35.19
0.4,-35.26
0.4,-35.29
0.4,-35.20
0.4,-35.31
0.4,-35.38
0.4,-35.41
0.4,-35.31
0.4,-35.38
0.4,-35.44
0.4,-35.30
0.4,-35.37
0.4,-35.40
0.4,-35.30
0.4,-35.21
0.4,-35.28
0.4,-35.31
0.4,-35.22
0.4,-35.33
0.4,-35.39
0.4,-35.42
0.4,-35.32
0.6,-35.55
0.6,-35.69
0.6,-35.82
0.6,-35.95
0.6,-36.15
0.6,-36.26
0.6,-36.41
0.6,-36.60
0.6,-36.77
0.6,-36.86
0.6,-36.95
0.6,-37.11
0.6,-37.18
0.6,-37.22
0.6,-37.37
0.6,-37.43
0.6,-37.50
0.6,-37.64
0.6,-37.69
0.6,-37.74
0.6,-37.87
0.6,-38.00
0.6,-38.04
0.6,-38.20
0.6,-39.15
0.6,-39.08
0.6,-39.37
0.6,-39.76
0.6,-39.61
0.6,-39.51
0.6,-39.72
0.6,-39.63
0.6,-39.56
0.6,-39.81
0.6,-39.74
0.6,-39.67
0.6,-39.78
0.6,-39.72
0.6,-39.67
0.6,-39.76
0.6,-39.71
0.6,-39.66
0.6,-39.75
0.6,-39.88
0.6,-39.83
0.6,-39.78
0.6,-39.85
0.6,-39.80
0.6,-39.76
0.6,-39.72
0.6,-39.79
0.6,-39.75
0.6,-39.71
0.6,-39.73
0.6,-39.79
0.6,-39.75
0.6,-39.72
0.6,-39.77
0.6,-39.83
0.6,-39.79
0.6,-39.76
0.6,-39.81
0.6,-39.78
0.6,-39.74
0.6,-39.71
0.6,-39.77
0.6,-39.73
0.6,-39.70
0.6,-39.67
0.6,-39.64
0.6,-39.62
0.6,-39.68
0.6,-39.65
0.6,-39.66
0.6,-39.72
0.6,-39.69
0.6,-39.66
0.6,-39.67
0.6,-39.73
0.6,-39.70
0.6,-39.71
0.6,-39.68
0.6,-39.65
0.6,-39.71
0.6,-39.68
0.6,-39.73
0.6,-39.70
0.6,-39.67
0.6,-39.65
0.6,-39.70
0.6,-39.67
0.6,-39.65
0.6,-39.62
0.6,-39.60
0.6,-39.57
0.6,-39.63
0.6,-39.72
0.6,-39.70
0.6,-39.67
0.6,-39.64
0.8,-39.82
0.8,-39.86
0.8,-39.83
0.8,-40.04
0.8,-40.07
0.8,-39.99
0.8,-40.19
0.8,-40.42
0.8,-40.45
0.8,-40.39
0.8,-40.57
0.8,-40.55
0.8,-40.53
0.8,-40.47
0.8,-40.65
0.8,-40.66
0.8,-40.60
0.8,-40.73
0.8,-40.74
0.8,-40.67
0.8,-40.85
0.8,-41.01
0.8,-41.01
0.8,-40.93
0.8,-41.09
0.8,-41.09
0.8,-41.09
0.8,-41.00
0.8,-41.12
0.8,-41.12
0.8,-41.03
0.8,-41.19
0.8,-41.10
0.8,-41.30
0.8,-41.45
0.8,-41.43
0.8,-41.33
0.8,-41.32
0.8,-41.31
0.8,-41.21
0.8,-41.37
0.8,-41.31
0.8,-41.22
0.8,-41.13
0.8,-41.28
0.8,-41.27
0.8,-41.22
0.8,-41.41
0.8,-41.56
0.8,-41.49
0.8,-41.39
0.8,-41.50
0.8,-41.40
0.8,-41.50
0.8,-41.44
0.8,-41.35
0.8,-41.25
0.8,-41.44
0.8,-41.42
0.8,-41.37
0.8,-41.23
0.8,-41.42
0.8,-41.41
0.8,-41.31
0.8,-41.50
